1.412746276855468750e+02	3.130491256713867188e+01
1.040772171020507812e+02	-1.552933044433593750e+02
5.484545898437500000e+01	-1.433381958007812500e+02
-9.074193572998046875e+01	-1.057390670776367188e+02
-4.441132354736328125e+01	6.946788787841796875e+01
-1.472860622406005859e+01	1.265055313110351562e+02
-6.723703765869140625e+01	-9.178050994873046875e+00
-1.629942474365234375e+02	-9.670787811279296875e+01
-3.726544952392578125e+01	-1.614653015136718750e+01
1.180641412734985352e+00	-4.003586196899414062e+01
5.850925445556640625e+01	-9.567976379394531250e+01
9.074223327636718750e+01	3.933055114746093750e+01
-3.706883239746093750e+01	3.932888793945312500e+01
-7.398241043090820312e+00	-1.281103134155273438e+01
-1.132847824096679688e+02	8.558967590332031250e+01
4.499919891357421875e+01	5.060791397094726562e+01
3.489418029785156250e+01	9.427098846435546875e+01
-1.037460231781005859e+01	5.054950714111328125e+01
9.839968109130859375e+01	-6.372068023681640625e+01
7.910360717773437500e+01	1.988948225975036621e+00
1.593085002899169922e+01	5.442288970947265625e+01
2.284244155883789062e+01	-2.013096618652343750e+01
6.069486999511718750e+01	-2.643490028381347656e+01
-7.847586059570312500e+01	5.227885437011718750e+01
-1.039488677978515625e+02	-6.322998046875000000e+01
-5.016212463378906250e+00	8.307572174072265625e+01
8.210191345214843750e+01	1.231910781860351562e+02
-1.544252929687500000e+02	-1.006902694702148438e+01
3.878066635131835938e+01	6.003589630126953125e-01
-3.708279800415039062e+01	-4.902867507934570312e+01
5.424668884277343750e+01	2.329408645629882812e+01
-6.920475769042968750e+01	1.010661315917968750e+02
-6.667929077148437500e+01	-4.539615631103515625e+01
2.493049621582031250e+01	2.830104446411132812e+01
-8.233757019042968750e+00	2.287885093688964844e+01
7.220422363281250000e+01	7.551558685302734375e+01
1.076123046875000000e+01	6.067736625671386719e+00
-5.801534271240234375e+01	-1.447620849609375000e+02
1.163608398437500000e+02	-1.745017051696777344e+01
8.713982582092285156e+00	-7.418706512451171875e+01
1.745735473632812500e+02	-4.939274787902832031e+00
-1.528488159179687500e+02	6.708013153076171875e+01
-3.431375122070312500e+01	1.140564727783203125e+01
-3.844806671142578125e+00	-1.229520874023437500e+02
1.345421752929687500e+02	7.310374450683593750e+01
-7.036203765869140625e+01	1.949229431152343750e+01
1.949713897705078125e+01	1.625002288818359375e+02
-1.081977310180664062e+02	1.256722450256347656e+01
-1.208131790161132812e+02	4.293768692016601562e+01
-8.844348144531250000e+01	-1.619101715087890625e+01
-2.250789260864257812e+01	-9.252488708496093750e+01
8.953968048095703125e+01	-1.762452697753906250e+02
1.726267089843750000e+02	7.670650482177734375e+01
3.910892868041992188e+01	-5.726577377319335938e+01
