1.951526832580566406e+01	-3.280710144042968750e+02
6.261847972869873047e+00	-1.385960693359375000e+02
9.078708648681640625e+00	-1.131445693969726562e+02
-6.348932266235351562e+00	-3.476877441406250000e+02
2.080586051940917969e+01	-3.622224426269531250e+02
1.156778030395507812e+02	1.314605255126953125e+02
1.382826995849609375e+02	1.215622329711914062e+02
1.474276885986328125e+02	-5.104346466064453125e+01
-2.313131103515625000e+02	-1.293758087158203125e+02
-2.995325927734375000e+02	-1.392842254638671875e+02
-2.371657714843750000e+02	-1.029551010131835938e+02
-2.665313415527343750e+02	-1.242036590576171875e+02
-2.175279617309570312e+01	-4.537648773193359375e+01
-4.132348632812500000e+01	-6.230268096923828125e+01
-3.590814352035522461e+00	3.683835268020629883e+00
-3.279539489746093750e+01	3.240983200073242188e+01
2.110077209472656250e+02	2.639536132812500000e+02
2.350594329833984375e+02	2.757164306640625000e+02
6.492996978759765625e+01	-2.660094909667968750e+02
-1.361446075439453125e+02	1.093097782135009766e+01
-1.174409408569335938e+02	2.739489746093750000e+01
1.991761779785156250e+02	2.943811035156250000e+02
9.229473114013671875e+01	-3.048738708496093750e+02
1.506300659179687500e+02	-1.415005187988281250e+02
1.433126983642578125e+02	-3.381930112838745117e+00
-4.733816528320312500e+01	2.351413879394531250e+02
1.255173263549804688e+02	-8.196769714355468750e+01
1.523092803955078125e+02	-9.140255737304687500e+01
9.257691955566406250e+01	-3.984532165527343750e+01
4.573338699340820312e+01	3.188588523864746094e+01
1.025726928710937500e+02	-1.479861755371093750e+02
1.309719390869140625e+02	-1.652527160644531250e+02
1.235614318847656250e+02	-3.406066284179687500e+02
8.253550529479980469e+00	-6.239750366210937500e+02
8.429764404296875000e+02	3.355434875488281250e+02
-1.594915771484375000e+02	2.569081726074218750e+02
-2.260996551513671875e+02	1.793500823974609375e+02
-1.754580688476562500e+02	2.221376495361328125e+02
-2.089684448242187500e+02	2.043116149902343750e+02
-1.845899353027343750e+02	1.840929107666015625e+02
4.121807479858398438e+01	6.358713531494140625e+01
1.301893520355224609e+01	1.216524810791015625e+02
1.393723869323730469e+01	3.209743652343750000e+02
-1.596711635589599609e+01	3.105730285644531250e+02
-1.375319004058837891e+01	2.766889038085937500e+02
2.097732734680175781e+01	2.885551452636718750e+02
1.650265655517578125e+02	-2.829498596191406250e+02
1.497809600830078125e+02	-2.601094360351562500e+02
1.294052276611328125e+02	-2.997592468261718750e+02
-1.292949218750000000e+02	-1.601194610595703125e+02
-1.273181915283203125e+02	-1.355974884033203125e+02
